type,id,name,campus,district,county,overall,overall_score,1_achievement,1_achievement_score,2_progress,2_progress_score,3_gaps,3_gaps_score,student_pop,region,perc_econ_disadvantage,type_detail,absolute_url
campus,43905050.0,SCOGGINS MIDDLE,SCOGGINS MIDDLE,FRISCO ISD,Collin,B,84,B,86,B,80,C,79,"1,109",REGION 10: RICHARDSON,20.5%,Middle School,/districts/frisco-isd/scoggins-middle-school/
campus,43905051.0,HUNT MIDDLE,HUNT MIDDLE,FRISCO ISD,Collin,A,93,A,92,A,90,A,94,881,REGION 10: RICHARDSON,18.3%,Middle School,/districts/frisco-isd/hunt-middle-school/
campus,43905052.0,MAUS MIDDLE,MAUS MIDDLE,FRISCO ISD,Collin,A,95,A,93,A,93,A,100,922,REGION 10: RICHARDSON,14.2%,Middle School,/districts/frisco-isd/maus-middle-school/
campus,43905053.0,COBB MIDDLE,COBB MIDDLE,FRISCO ISD,Collin,B,88,A,91,B,83,B,81,895,REGION 10: RICHARDSON,12.1%,Middle School,/districts/frisco-isd/cobb-middle-school/
campus,43905054.0,VANDEVENTER MIDDLE,VANDEVENTER MIDDLE,FRISCO ISD,Collin,A,92,A,94,A,90,B,87,919,REGION 10: RICHARDSON,11.4%,Middle School,/districts/frisco-isd/vandeventer-middle-school/
campus,43905055.0,TRENT MIDDLE,TRENT MIDDLE,FRISCO ISD,Collin,A,92,A,92,B,88,A,93,"1,129",REGION 10: RICHARDSON,8.9%,Middle School,/districts/frisco-isd/trent-middle-school/
campus,43905056.0,PEARSON MIDDLE,PEARSON MIDDLE,FRISCO ISD,Collin,A,97,A,95,A,93,A,100,"1,021",REGION 10: RICHARDSON,6.1%,Middle School,/districts/frisco-isd/pearson-middle-school/
campus,43905057.0,NELSON MIDDLE,NELSON MIDDLE,FRISCO ISD,Collin,A,97,A,96,A,95,A,100,"1,126",REGION 10: RICHARDSON,4.8%,Middle School,/districts/frisco-isd/nelson-middle-school/
campus,43905058.0,LAWLER MIDDLE,LAWLER MIDDLE,FRISCO ISD,Collin,A,98,A,97,A,97,A,100,953,REGION 10: RICHARDSON,3.1%,Middle School,/districts/frisco-isd/lawler-middle-school/
campus,43905102.0,ROGERS EL,ROGERS EL,FRISCO ISD,Collin,B,84,C,74,B,88,C,74,577,REGION 10: RICHARDSON,27.6%,Elementary,/districts/frisco-isd/rogers-elementary-school/
campus,43905103.0,CURTSINGER EL,CURTSINGER EL,FRISCO ISD,Collin,A,94,A,93,A,93,A,96,582,REGION 10: RICHARDSON,12.7%,Elementary,/districts/frisco-isd/curtsinger-elementary-school/
campus,43905104.0,SMITH EL,SMITH EL,FRISCO ISD,Collin,B,88,A,90,A,91,B,81,602,REGION 10: RICHARDSON,11.3%,Elementary,/districts/frisco-isd/smith-elementary-school/
campus,43905105.0,ANDERSON EL,ANDERSON EL,FRISCO ISD,Collin,A,97,A,96,A,96,A,100,735,REGION 10: RICHARDSON,15.1%,Elementary,/districts/frisco-isd/anderson-elementary-school/
campus,43905106.0,CHRISTIE EL,CHRISTIE EL,FRISCO ISD,Collin,B,89,C,79,B,89,B,89,390,REGION 10: RICHARDSON,42.3%,Elementary,/districts/frisco-isd/christie-elementary-school/
campus,43905107.0,FISHER EL,FISHER EL,FRISCO ISD,Collin,A,92,A,91,A,93,B,88,538,REGION 10: RICHARDSON,6.1%,Elementary,/districts/frisco-isd/fisher-elementary-school/
campus,43905108.0,BRIGHT ACAD,BRIGHT ACAD,FRISCO ISD,Collin,A,90,C,78,A,91,B,89,473,REGION 10: RICHARDSON,42.1%,Elementary,/districts/frisco-isd/bright-acad/
campus,43905109.0,BORCHARDT EL,BORCHARDT EL,FRISCO ISD,Collin,A,98,A,95,A,97,A,100,727,REGION 10: RICHARDSON,8.0%,Elementary,/districts/frisco-isd/borchardt-elementary-school/
campus,43905110.0,SHAWNEE TRAIL EL,SHAWNEE TRAIL EL,FRISCO ISD,Collin,B,86,C,77,B,89,C,78,495,REGION 10: RICHARDSON,28.9%,Elementary,/districts/frisco-isd/shawnee-trail-elementary-school/
campus,43905111.0,SPEARS EL,SPEARS EL,FRISCO ISD,Collin,A,90,A,91,A,91,B,89,787,REGION 10: RICHARDSON,22.5%,Elementary,/districts/frisco-isd/spears-elementary-school/
campus,43905112.0,SPARKS EL,SPARKS EL,FRISCO ISD,Collin,A,97,A,94,A,96,A,100,713,REGION 10: RICHARDSON,5.0%,Elementary,/districts/frisco-isd/sparks-elementary-school/
campus,43905113.0,GUNSTREAM EL,GUNSTREAM EL,FRISCO ISD,Collin,B,88,B,89,B,89,B,86,581,REGION 10: RICHARDSON,17.0%,Elementary,/districts/frisco-isd/gunstream-elementary-school/
campus,43905114.0,RIDDLE EL,RIDDLE EL,FRISCO ISD,Collin,A,93,A,93,A,94,A,90,754,REGION 10: RICHARDSON,8.0%,Elementary,/districts/frisco-isd/riddle-elementary-school/
campus,43905115.0,BOALS EL,BOALS EL,FRISCO ISD,Collin,B,89,A,90,B,88,B,85,656,REGION 10: RICHARDSON,18.3%,Elementary,/districts/frisco-isd/boals-elementary-school/
campus,43905116.0,ISBELL EL,ISBELL EL,FRISCO ISD,Collin,A,92,A,93,A,93,B,89,815,REGION 10: RICHARDSON,5.9%,Elementary,/districts/frisco-isd/isbell-elementary-school/
campus,43905117.0,PINK EL,PINK EL,FRISCO ISD,Collin,A,94,A,92,A,94,A,94,650,REGION 10: RICHARDSON,7.4%,Elementary,/districts/frisco-isd/pink-elementary-school/
campus,43905118.0,BLEDSOE EL,BLEDSOE EL,FRISCO ISD,Collin,A,95,A,93,A,93,A,100,752,REGION 10: RICHARDSON,5.9%,Elementary,/districts/frisco-isd/bledsoe-elementary-school/
campus,43905119.0,ASHLEY EL,ASHLEY EL,FRISCO ISD,Collin,B,88,A,92,A,91,C,79,652,REGION 10: RICHARDSON,10.1%,Elementary,/districts/frisco-isd/ashley-elementary-school/
campus,43905120.0,OGLE EL,OGLE EL,FRISCO ISD,Collin,B,85,B,88,B,80,C,78,722,REGION 10: RICHARDSON,18.4%,Elementary,/districts/frisco-isd/ogle-elementary-school/
campus,43905121.0,CORBELL EL,CORBELL EL,FRISCO ISD,Collin,B,87,A,90,B,89,C,79,703,REGION 10: RICHARDSON,16.9%,Elementary,/districts/frisco-isd/corbell-elementary-school/
campus,43905122.0,SEM EL,SEM EL,FRISCO ISD,Collin,A,90,A,92,A,93,B,84,724,REGION 10: RICHARDSON,11.9%,Elementary,/districts/frisco-isd/sem-elementary-school/
campus,43905123.0,TAYLOR EL,TAYLOR EL,FRISCO ISD,Collin,A,97,A,94,A,97,A,98,767,REGION 10: RICHARDSON,15.5%,Elementary,/districts/frisco-isd/taylor-elementary-school/
campus,43905124.0,MOONEYHAM EL,MOONEYHAM EL,FRISCO ISD,Collin,A,92,A,92,A,93,B,88,659,REGION 10: RICHARDSON,9.4%,Elementary,/districts/frisco-isd/mooneyham-elementary-school/
campus,43905125.0,ROBERTSON EL,ROBERTSON EL,FRISCO ISD,Collin,B,89,A,90,B,89,B,85,678,REGION 10: RICHARDSON,10.8%,Elementary,/districts/frisco-isd/robertson-elementary-school/
campus,43905126.0,ELLIOTT EL,ELLIOTT EL,FRISCO ISD,Collin,B,87,C,75,A,92,C,76,648,REGION 10: RICHARDSON,37.2%,Elementary,/districts/frisco-isd/elliott-elementary-school/
campus,43905127.0,CARROLL EL,CARROLL EL,FRISCO ISD,Collin,A,92,B,80,A,91,A,94,617,REGION 10: RICHARDSON,37.6%,Elementary,/districts/frisco-isd/carroll-elementary-school/
campus,43905128.0,TADLOCK EL,TADLOCK EL,FRISCO ISD,Collin,A,91,A,91,A,92,A,90,565,REGION 10: RICHARDSON,17.2%,Elementary,/districts/frisco-isd/tadlock-elementary-school/
campus,43905129.0,ALLEN EL,ALLEN EL,FRISCO ISD,Collin,A,95,A,93,A,94,A,98,808,REGION 10: RICHARDSON,13.4%,Elementary,/districts/frisco-isd/allen-elementary-school/
campus,43905130.0,SONNTAG EL,SONNTAG EL,FRISCO ISD,Collin,B,86,B,86,B,86,B,86,513,REGION 10: RICHARDSON,29.2%,Elementary,/districts/frisco-isd/sonntag-elementary-school/
campus,43905131.0,PUREFOY EL,PUREFOY EL,FRISCO ISD,Collin,A,97,A,94,A,96,A,100,542,REGION 10: RICHARDSON,7.7%,Elementary,/districts/frisco-isd/purefoy-elementary-school/
campus,43905132.0,COMSTOCK EL,COMSTOCK EL,FRISCO ISD,Collin,B,88,A,92,A,90,C,79,667,REGION 10: RICHARDSON,8.7%,Elementary,/districts/frisco-isd/comstock-elementary-school/
campus,43905133.0,PHILLIPS EL,PHILLIPS EL,FRISCO ISD,Collin,A,92,A,91,A,92,A,92,696,REGION 10: RICHARDSON,8.9%,Elementary,/districts/frisco-isd/phillips-elementary-school/
campus,43905134.0,NICHOLS EL,NICHOLS EL,FRISCO ISD,Collin,A,97,A,95,A,95,A,100,725,REGION 10: RICHARDSON,1.4%,Elementary,/districts/frisco-isd/nichols-elementary-school/
campus,43905135.0,EARLY CHILDHOOD SCHOOL,EARLY CHILDHOOD SCHOOL,FRISCO ISD,Collin,A,95,Not Rated,.,Not Rated,.,Not Rated,.,479,REGION 10: RICHARDSON,29.2%,Elementary,/districts/frisco-isd/early-childhood-school/
campus,43905136.0,NEWMAN EL,NEWMAN EL,FRISCO ISD,Collin,A,96,A,94,A,92,A,100,835,REGION 10: RICHARDSON,2.5%,Elementary,/districts/frisco-isd/newman-elementary-school/
campus,43905137.0,SCOTT EL,SCOTT EL,FRISCO ISD,Collin,A,91,A,92,A,92,B,88,670,REGION 10: RICHARDSON,8.2%,Elementary,/districts/frisco-isd/scott-elementary-school/
campus,43905138.0,MCSPEDDEN EL,MCSPEDDEN EL,FRISCO ISD,Collin,A,97,A,95,A,96,A,100,707,REGION 10: RICHARDSON,7.2%,Elementary,/districts/frisco-isd/mcspedden-elementary-school/
campus,43905139.0,HOSP EL,HOSP EL,FRISCO ISD,Collin,A,94,A,92,A,94,A,94,673,REGION 10: RICHARDSON,8.8%,Elementary,/districts/frisco-isd/hosp-elementary-school/
campus,43905140.0,NORRIS EL,NORRIS EL,FRISCO ISD,Collin,A,90,A,93,A,93,B,83,702,REGION 10: RICHARDSON,1.6%,Elementary,/districts/frisco-isd/norris-elementary-school/
campus,43905141.0,MILLER EL,MILLER EL,FRISCO ISD,Collin,B,85,B,80,B,89,C,77,803,REGION 10: RICHARDSON,15.9%,Elementary,/districts/frisco-isd/miller-elementary-school/
campus,43905142.0,VAUGHN EL,VAUGHN EL,FRISCO ISD,Collin,A,96,A,92,A,94,A,100,700,REGION 10: RICHARDSON,8.3%,Elementary,/districts/frisco-isd/vaughn-elementary-school/
campus,43905143.0,TALLEY EL,TALLEY EL,FRISCO ISD,Collin,A,97,A,96,A,96,A,98,629,REGION 10: RICHARDSON,2.7%,Elementary,/districts/frisco-isd/talley-elementary-school/
campus,43905144.0,LISCANO EL,LISCANO EL,FRISCO ISD,Collin,A,97,A,95,A,96,A,100,681,REGION 10: RICHARDSON,1.3%,Elementary,/districts/frisco-isd/liscano-elementary-school/
district,43907.0,MCKINNEY ISD,,MCKINNEY ISD,Collin,B,89,B,89,B,87,B,89,"23,238",REGION 10: RICHARDSON,31.3%,District,/districts/mckinney-isd/
campus,43907002.0,MCKINNEY H S,MCKINNEY H S,MCKINNEY ISD,Collin,A,90,A,91,B,81,B,86,"2,956",REGION 10: RICHARDSON,33.5%,High School,/districts/mckinney-isd/mckinney-high-school/
campus,43907004.0,MCKINNEY NORTH H S,MCKINNEY NORTH H S,MCKINNEY ISD,Collin,A,91,A,93,B,81,B,86,"2,132",REGION 10: RICHARDSON,24.3%,High School,/districts/mckinney-isd/mckinney-north-high-school/
campus,43907005.0,SERENITY HIGH,SERENITY HIGH,MCKINNEY ISD,Collin,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,3,REGION 10: RICHARDSON,33.3%,High School,/districts/mckinney-isd/serenity-high/
campus,43907006.0,COUNTY RESIDENTIAL CENTER,COUNTY RESIDENTIAL CENTER,MCKINNEY ISD,Collin,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,77,REGION 10: RICHARDSON,6.5%,Elem/Secondary,/districts/mckinney-isd/county-residential-center/
campus,43907007.0,MCKINNEY BOYD H S,MCKINNEY BOYD H S,MCKINNEY ISD,Collin,A,90,A,92,C,78,B,85,"2,717",REGION 10: RICHARDSON,18.8%,High School,/districts/mckinney-isd/mckinney-boyd-high-school/
campus,43907041.0,FAUBION MIDDLE,FAUBION MIDDLE,MCKINNEY ISD,Collin,A,92,A,90,B,88,A,97,"1,310",REGION 10: RICHARDSON,39.8%,Middle School,/districts/mckinney-isd/faubion-middle-school/
campus,43907043.0,DOWELL MIDDLE,DOWELL MIDDLE,MCKINNEY ISD,Collin,B,89,A,91,B,80,B,84,"1,067",REGION 10: RICHARDSON,24.6%,Middle School,/districts/mckinney-isd/dowell-middle-school/
campus,43907044.0,SCOTT MORGAN JOHNSON MIDDLE,SCOTT MORGAN JOHNSON MIDDLE,MCKINNEY ISD,Collin,B,86,B,85,B,82,B,87,918,REGION 10: RICHARDSON,43.4%,Middle School,/districts/mckinney-isd/scott-morgan-johnson-middle-school/
campus,43907045.0,LEONARD EVANS JR MIDDLE,LEONARD EVANS JR MIDDLE,MCKINNEY ISD,Collin,B,88,B,89,B,80,B,86,892,REGION 10: RICHARDSON,30.7%,Middle School,/districts/mckinney-isd/leonard-evans-jr-middle-school/
campus,43907046.0,DR JACK COCKRILL MIDDLE,DR JACK COCKRILL MIDDLE,MCKINNEY ISD,Collin,A,90,A,91,B,84,B,89,"1,303",REGION 10: RICHARDSON,20.1%,Middle School,/districts/mckinney-isd/dr-jack-cockrill-middle-school/
campus,43907102.0,FINCH EL,FINCH EL,MCKINNEY ISD,Collin,A,90,C,72,A,93,B,82,333,REGION 10: RICHARDSON,73.3%,Elementary,/districts/mckinney-isd/finch-elementary-school/
campus,43907104.0,WEBB EL,WEBB EL,MCKINNEY ISD,Collin,C,70,Not Rated: Senate Bill 1365,69,C,70,C,71,343,REGION 10: RICHARDSON,68.5%,Elementary,/districts/mckinney-isd/webb-elementary-school/
campus,43907105.0,BURKS EL,BURKS EL,MCKINNEY ISD,Collin,C,74,Not Rated: Senate Bill 1365,62,C,77,Not Rated: Senate Bill 1365,66,332,REGION 10: RICHARDSON,79.5%,Elementary,/districts/mckinney-isd/burks-elementary-school/
campus,43907107.0,CALDWELL EL,CALDWELL EL,MCKINNEY ISD,Collin,C,79,C,77,B,81,C,75,455,REGION 10: RICHARDSON,62.9%,Elementary,/districts/mckinney-isd/caldwell-elementary-school/
campus,43907108.0,VALLEY CREEK EL,VALLEY CREEK EL,MCKINNEY ISD,Collin,A,94,A,92,B,88,A,100,453,REGION 10: RICHARDSON,11.5%,Elementary,/districts/mckinney-isd/valley-creek-elementary-school/
campus,43907109.0,GLEN OAKS EL,GLEN OAKS EL,MCKINNEY ISD,Collin,B,89,A,94,B,85,C,78,493,REGION 10: RICHARDSON,8.5%,Elementary,/districts/mckinney-isd/glen-oaks-elementary-school/
campus,43907111.0,SLAUGHTER EL,SLAUGHTER EL,MCKINNEY ISD,Collin,B,88,B,80,B,88,B,89,587,REGION 10: RICHARDSON,50.6%,Elementary,/districts/mckinney-isd/slaughter-elementary-school/
campus,43907112.0,REUBEN JOHNSON EL,REUBEN JOHNSON EL,MCKINNEY ISD,Collin,B,86,B,88,B,85,B,81,407,REGION 10: RICHARDSON,24.1%,Elementary,/districts/mckinney-isd/reuben-johnson-elementary-school/
campus,43907113.0,C T EDDINS EL,C T EDDINS EL,MCKINNEY ISD,Collin,A,95,A,94,A,94,A,98,358,REGION 10: RICHARDSON,10.6%,Elementary,/districts/mckinney-isd/c-t-eddins-elementary-school/
campus,43907115.0,ROY LEE WALKER EL,ROY LEE WALKER EL,MCKINNEY ISD,Collin,A,95,A,92,A,93,A,98,449,REGION 10: RICHARDSON,14.9%,Elementary,/districts/mckinney-isd/roy-lee-walker-elementary-school/
campus,43907116.0,EARL & LOTTIE WOLFORD EL,EARL & LOTTIE WOLFORD EL,MCKINNEY ISD,Collin,B,88,A,92,C,79,C,77,395,REGION 10: RICHARDSON,17.7%,Elementary,/districts/mckinney-isd/earl-lottie-wolford-elementary-school/
campus,43907117.0,ARTHUR H MCNEIL EL,ARTHUR H MCNEIL EL,MCKINNEY ISD,Collin,B,87,C,75,A,91,C,78,381,REGION 10: RICHARDSON,41.2%,Elementary,/districts/mckinney-isd/arthur-h-mcneil-elementary-school/
campus,43907118.0,ALBERT & IOLA LEE DAVIS MALVERN EL,ALBERT & IOLA LEE DAVIS MALVERN EL,MCKINNEY ISD,Collin,B,81,Not Rated: Senate Bill 1365,64,B,83,C,75,419,REGION 10: RICHARDSON,70.2%,Elementary,/districts/mckinney-isd/albert-iola-lee-davis-malvern-elementary-school/
campus,43907119.0,JOSE DE JESUS AND MARIA LUISA VEGA EL,JOSE DE JESUS AND MARIA LUISA VEGA EL,MCKINNEY ISD,Collin,B,83,C,78,B,83,B,82,413,REGION 10: RICHARDSON,64.9%,Elementary,/districts/mckinney-isd/jose-de-jesus-and-maria-luisa-vega/
campus,43907120.0,DEAN AND MILDRED BENNETT EL,DEAN AND MILDRED BENNETT EL,MCKINNEY ISD,Collin,A,93,A,91,B,85,A,96,559,REGION 10: RICHARDSON,13.2%,Elementary,/districts/mckinney-isd/dean-and-mildred-bennett-elementary-school/
campus,43907121.0,GARY AND BOBBYE JACK MINSHEW EL,GARY AND BOBBYE JACK MINSHEW EL,MCKINNEY ISD,Collin,A,93,B,88,A,93,A,94,522,REGION 10: RICHARDSON,29.5%,Elementary,/districts/mckinney-isd/gary-and-bobbye-jack-minshew-elementary-school/
campus,43907122.0,J B WILMETH EL,J B WILMETH EL,MCKINNEY ISD,Collin,A,94,A,92,B,89,A,100,548,REGION 10: RICHARDSON,9.3%,Elementary,/districts/mckinney-isd/j-b-wilmeth-elementary-school/
campus,43907123.0,JESSE MCGOWEN EL,JESSE MCGOWEN EL,MCKINNEY ISD,Collin,B,82,B,83,B,80,C,78,568,REGION 10: RICHARDSON,32.0%,Elementary,/districts/mckinney-isd/jesse-mcgowen-elementary-school/
campus,43907124.0,NAOMI PRESS EL,NAOMI PRESS EL,MCKINNEY ISD,Collin,C,74,C,75,Not Rated: Senate Bill 1365,67,C,72,770,REGION 10: RICHARDSON,27.8%,Elementary,/districts/mckinney-isd/naomi-press-elementary-school/
campus,43907125.0,HERMAN LAWSON EARLY CHILDHOOD SCHOOL,HERMAN LAWSON EARLY CHILDHOOD SCHOOL,MCKINNEY ISD,Collin,B,89,Not Rated,.,Not Rated,.,Not Rated,.,444,REGION 10: RICHARDSON,79.5%,Elementary,/districts/mckinney-isd/herman-lawson-early-childhood-scho/
campus,43907126.0,LIZZIE NELL CUNDIFF MCCLURE EL,LIZZIE NELL CUNDIFF MCCLURE EL,MCKINNEY ISD,Collin,B,89,B,86,B,89,B,89,632,REGION 10: RICHARDSON,14.2%,Elementary,/districts/mckinney-isd/lizzie-nell-cundiff-mcclure-elementary-school/
campus,43907197.0,J J A E P,J J A E P,MCKINNEY ISD,Collin,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,2,REGION 10: RICHARDSON,50.0%,Middle School,/districts/mckinney-isd/jjaep/
district,43908.0,MELISSA ISD,,MELISSA ISD,Collin,A,95,A,93,B,89,A,98,"4,859",REGION 10: RICHARDSON,14.8%,District,/districts/melissa-isd/
campus,43908001.0,MELISSA H S,MELISSA H S,MELISSA ISD,Collin,A,93,A,92,C,79,A,96,"1,312",REGION 10: RICHARDSON,13.3%,High School,/districts/melissa-isd/melissa-high-school/
campus,43908101.0,MELISSA MIDDLE,MELISSA MIDDLE,MELISSA ISD,Collin,A,90,A,92,B,83,B,85,"1,116",REGION 10: RICHARDSON,15.1%,Middle School,/districts/melissa-isd/melissa-middle-school/
campus,43908102.0,HARRY MCKILLOP EL,HARRY MCKILLOP EL,MELISSA ISD,Collin,A,92,A,93,B,88,A,90,833,REGION 10: RICHARDSON,15.5%,Elementary,/districts/melissa-isd/harry-mckillop-elementary-school/
campus,43908105.0,NORTH CREEK EL,NORTH CREEK EL,MELISSA ISD,Collin,B,85,B,88,C,77,C,77,721,REGION 10: RICHARDSON,13.6%,Elementary,/districts/melissa-isd/north-creek-elementary-school/
campus,43908106.0,MELISSA RIDGE EDUCATION CENTER,MELISSA RIDGE EDUCATION CENTER,MELISSA ISD,Collin,A,95,Not Rated,.,Not Rated,.,Not Rated,.,140,REGION 10: RICHARDSON,27.9%,Elementary,/districts/melissa-isd/melissa-ridge-education-center/
campus,43908107.0,WILLOW WOOD EL,WILLOW WOOD EL,MELISSA ISD,Collin,A,93,A,92,A,90,A,94,737,REGION 10: RICHARDSON,14.5%,Elementary,
district,43910.0,PLANO ISD,,PLANO ISD,Collin,B,89,B,89,B,89,B,88,"49,241",REGION 10: RICHARDSON,34.6%,District,/districts/plano-isd/
campus,43910001.0,PLANO SR H S,PLANO SR H S,PLANO ISD,Collin,B,87,A,91,B,84,C,77,"2,446",REGION 10: RICHARDSON,30.9%,High School,/districts/plano-isd/plano-sr-high-school/
campus,43910003.0,WILLIAMS H S,WILLIAMS H S,PLANO ISD,Collin,C,73,C,73,C,73,C,73,"1,189",REGION 10: RICHARDSON,49.0%,High School,/districts/plano-isd/williams-high-school/
campus,43910004.0,VINES H S,VINES H S,PLANO ISD,Collin,C,78,C,79,C,78,C,77,977,REGION 10: RICHARDSON,35.2%,High School,/districts/plano-isd/vines-high-school/
campus,43910005.0,CLARK H S,CLARK H S,PLANO ISD,Collin,C,79,C,78,B,80,C,75,"1,254",REGION 10: RICHARDSON,34.4%,High School,/districts/plano-isd/clark-high-school/
campus,43910006.0,PLANO EAST SR H S,PLANO EAST SR H S,PLANO ISD,Collin,A,90,A,92,B,87,B,84,"3,123",REGION 10: RICHARDSON,30.2%,High School,/districts/plano-isd/plano-east-sr-high-school/
campus,43910007.0,SHEPTON H S,SHEPTON H S,PLANO ISD,Collin,B,80,B,82,B,80,C,76,"1,437",REGION 10: RICHARDSON,34.2%,High School,/districts/plano-isd/shepton-high-school/
campus,43910008.0,PLANO ISD ACADEMY H S,PLANO ISD ACADEMY H S,PLANO ISD,Collin,A,97,A,95,B,85,A,100,380,REGION 10: RICHARDSON,17.6%,High School,/districts/plano-isd/plano-isd-academy-high-school/
campus,43910009.0,JASPER H S,JASPER H S,PLANO ISD,Collin,A,92,A,94,B,87,B,87,"1,252",REGION 10: RICHARDSON,19.0%,High School,/districts/plano-isd/jasper-high-school/
campus,43910010.0,PLANO WEST SENIOR H S,PLANO WEST SENIOR H S,PLANO ISD,Collin,A,90,A,94,B,87,B,80,"2,640",REGION 10: RICHARDSON,24.7%,High School,/districts/plano-isd/plano-west-senior-high-school/
campus,43910011.0,C A MCMILLEN H S,C A MCMILLEN H S,PLANO ISD,Collin,C,78,B,80,C,75,C,74,"1,195",REGION 10: RICHARDSON,34.5%,High School,/districts/plano-isd/c-a-mcmillen-high-school/
campus,43910025.0,PLANO JJAEP,PLANO JJAEP,PLANO ISD,Collin,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,11,REGION 10: RICHARDSON,36.4%,Elem/Secondary,
campus,43910042.0,BOWMAN MIDDLE,BOWMAN MIDDLE,PLANO ISD,Collin,A,92,B,85,A,91,A,93,839,REGION 10: RICHARDSON,60.1%,Middle School,/districts/plano-isd/bowman-middle-school/
campus,43910043.0,WILSON MIDDLE,WILSON MIDDLE,PLANO ISD,Collin,B,81,B,82,B,83,C,76,860,REGION 10: RICHARDSON,39.4%,Middle School,/districts/plano-isd/wilson-middle-school/
campus,43910044.0,HAGGARD MIDDLE,HAGGARD MIDDLE,PLANO ISD,Collin,B,84,B,84,B,85,B,83,781,REGION 10: RICHARDSON,24.6%,Middle School,/districts/plano-isd/haggard-middle-school/
campus,43910045.0,ARMSTRONG MIDDLE,ARMSTRONG MIDDLE,PLANO ISD,Collin,C,79,C,72,B,80,C,77,616,REGION 10: RICHARDSON,63.6%,Middle School,/districts/plano-isd/armstrong-middle-school/
campus,43910046.0,CARPENTER MIDDLE,CARPENTER MIDDLE,PLANO ISD,Collin,C,74,C,73,C,74,C,75,623,REGION 10: RICHARDSON,55.4%,Middle School,/districts/plano-isd/carpenter-middle-school/
campus,43910047.0,SCHIMELPFENIG MIDDLE,SCHIMELPFENIG MIDDLE,PLANO ISD,Collin,A,96,A,94,A,90,A,100,800,REGION 10: RICHARDSON,19.3%,Middle School,/districts/plano-isd/schimelpfenig-middle-school/
campus,43910048.0,HENDRICK MIDDLE,HENDRICK MIDDLE,PLANO ISD,Collin,B,80,C,79,B,81,C,77,642,REGION 10: RICHARDSON,34.6%,Middle School,/districts/plano-isd/hendrick-middle-school/
campus,43910049.0,RENNER MIDDLE,RENNER MIDDLE,PLANO ISD,Collin,B,88,A,91,B,84,B,80,"1,169",REGION 10: RICHARDSON,26.4%,Middle School,/districts/plano-isd/renner-middle-school/
campus,43910050.0,ROBINSON MIDDLE,ROBINSON MIDDLE,PLANO ISD,Collin,A,93,A,93,B,89,A,93,998,REGION 10: RICHARDSON,21.4%,Middle School,/districts/plano-isd/robinson-middle-school/
campus,43910052.0,FRANKFORD MIDDLE,FRANKFORD MIDDLE,PLANO ISD,Collin,B,88,B,83,B,89,B,87,973,REGION 10: RICHARDSON,43.1%,Middle School,/districts/plano-isd/frankford-middle-school/
campus,43910053.0,C M RICE MIDDLE,C M RICE MIDDLE,PLANO ISD,Collin,A,97,A,96,A,93,A,98,939,REGION 10: RICHARDSON,11.5%,Middle School,/districts/plano-isd/c-m-rice-middle-school/
campus,43910054.0,MURPHY MIDDLE,MURPHY MIDDLE,PLANO ISD,Collin,A,95,A,94,A,90,A,96,"1,052",REGION 10: RICHARDSON,17.3%,Middle School,/districts/plano-isd/murphy-middle-school/
campus,43910056.0,OTTO MIDDLE,OTTO MIDDLE,PLANO ISD,Collin,A,92,A,91,A,92,A,92,"1,020",REGION 10: RICHARDSON,34.9%,Middle School,/districts/plano-isd/otto-middle-school/
campus,43910101.0,JACKSON EL,JACKSON EL,PLANO ISD,Collin,B,82,Not Rated: Senate Bill 1365,67,B,85,C,74,642,REGION 10: RICHARDSON,56.1%,Elementary,/districts/plano-isd/jackson-elementary-school/
campus,43910102.0,MEADOWS EL,MEADOWS EL,PLANO ISD,Collin,B,89,C,72,A,93,C,79,363,REGION 10: RICHARDSON,79.6%,Elementary,/districts/plano-isd/meadows-elementary-school/
campus,43910103.0,MENDENHALL EL,MENDENHALL EL,PLANO ISD,Collin,C,79,Not Rated: Senate Bill 1365,59,B,80,C,75,578,REGION 10: RICHARDSON,76.8%,Elementary,/districts/plano-isd/mendenhall-elementary-school/
campus,43910104.0,SIGLER EL,SIGLER EL,PLANO ISD,Collin,B,81,C,73,B,83,C,75,449,REGION 10: RICHARDSON,74.8%,Elementary,/districts/plano-isd/sigler-elementary-school/
campus,43910105.0,MEMORIAL EL,MEMORIAL EL,PLANO ISD,Collin,Not Rated: Senate Bill 1365,62,Not Rated: Senate Bill 1365,60,Not Rated: Senate Bill 1365,60,Not Rated: Senate Bill 1365,66,415,REGION 10: RICHARDSON,74.5%,Elementary,/districts/plano-isd/memorial-elementary-school/
campus,43910106.0,ALDRIDGE EL,ALDRIDGE EL,PLANO ISD,Collin,A,90,A,91,A,91,B,89,509,REGION 10: RICHARDSON,22.8%,Elementary,/districts/plano-isd/aldridge-elementary-school/
campus,43910108.0,SHEPARD EL,SHEPARD EL,PLANO ISD,Collin,B,84,B,88,C,70,C,73,400,REGION 10: RICHARDSON,23.8%,Elementary,/districts/plano-isd/shepard-elementary-school/
